"name","type","breed","color","sex","size","date_of_birth","impound_number","kennel_number","id","intake_date","outcome_date","days_in_shelter","intake_type","intake_subtype","outcome_type","outcome_subtype","intake_condition","outcome_condition","intake_jurisdiction","outcome_jurisdiction","zip_code","location","intake_total"
"BUDDY","DOG","PIT BULL","CREAM","Neutered","LARGE","2015-02-22T00:00:00.000","K16-021240","DA32","A329047","2016-10-19T00:00:00.000","2016-11-05T00:00:00.000","17","OWNER SURRENDER","OVER THE COUNTER","ADOPTION","WALKIN","HEALTHY","HEALTHY","SANTA ROSA","COUNTY","95401","
,  95401
(38.446019, -122.766748)","1"
,"CAT","DOMESTIC SH","TORTIE","Female","KITTN",,"K18-028800","CS06","A374276","2018-06-26T00:00:00.000","2018-06-27T00:00:00.000","1","STRAY","OVER THE COUNTER","EUTHANIZE","ILL SEVERE","UNKNOWN","UNTREATABLE","*WINDSOR",,,,"1"
"KIARA","CAT","DOMESTIC SH","BRN TABBY","Spayed","SMALL","2018-05-01T00:00:00.000","K19-032149","CA02","A386670","2019-05-08T00:00:00.000","2019-05-24T00:00:00.000","16","ADOPTION RETURN","OVER THE COUNTER","ADOPTION","SCAS WEB","HEALTHY","HEALTHY","SANTA ROSA","*WINDSOR","95492","
,  95492
(38.54938, -122.81321)","1"
"ROXY","DOG","AUST CATTLE DOG/BELG MALINOIS","TAN","Spayed","MED","2014-11-28T00:00:00.000","K15-014650","DA37","A323300","2015-06-26T00:00:00.000","2015-07-30T00:00:00.000","34","STRAY","FIELD","ADOPTION","WALKIN","HEALTHY","HEALTHY","COUNTY","SANTA ROSA","95409","
,  95409
(38.46417, -122.67071)","1"
"CHIQUITA","DOG","CHIHUAHUA SH","BROWN/TAN","Spayed","TOY","2016-01-30T00:00:00.000","K16-019396","DA46","A338676","2016-06-23T00:00:00.000","2016-07-01T00:00:00.000","8","STRAY","OVER THE COUNTER","ADOPTION","WALKIN","HEALTHY","HEALTHY","SANTA ROSA","*WINDSOR","95492","
,  95492
(38.54938, -122.81321)","1"
"HONEY","DOG","COCKER SPAN","BUFF","Female","MED","2011-06-17T00:00:00.000","K16-019203","DS70","A338063","2016-06-07T00:00:00.000","2016-06-17T00:00:00.000","10","CONFISCATE","FLD_CRUEL","RETURN TO OWNER","OVER THE COUNTER_LETTER","TREATABLE/REHAB","TREATABLE/REHAB","COUNTY","OUT OF COUNTY","94509","
,  94509
(38.01583, -121.81974)","1"
,"OTHER","AMERICAN","BROWN","Female","SMALL",,"K18-027100","CS06","A367819","2018-01-28T00:00:00.000","2018-02-02T00:00:00.000","5","STRAY","FIELD","TRANSFER","RP SHELTER","TREATABLE/REHAB","TREATABLE/REHAB","COUNTY","*ROHNERT PARK","94928","
,  94928
(38.34246, -122.71181)","1"
,"DOG","GERM SHEPHERD","BLACK","Unknown","PUPPY",,"K22-040577","CS04","A409117","2022-01-24T00:00:00.000","2022-01-24T00:00:00.000","0","STRAY","BORN_HERE","TRANSFER","G SHEP NC","UNKNOWN","TREATABLE/REHAB","SANTA ROSA","OUT OF COUNTY","95015","
,  95015","1"
"LIBBY","DOG","LABRADOR RETR/MIX","BLACK","Spayed","MED","2010-05-13T00:00:00.000","K14-008605","DA13","A305965","2014-04-26T00:00:00.000","2014-05-14T00:00:00.000","18","STRAY","FIELD","ADOPTION","WALKIN","HEALTHY","HEALTHY","COUNTY","COUNTY","95403","
,  95403
(38.51311, -122.75502)","1"
,"CAT","DOMESTIC SH","BRN TABBY/WHITE","Unknown","SMALL",,"K19-031912","CI02","A386121","2019-04-10T00:00:00.000","2019-04-20T00:00:00.000","10","QUARANTINE","FLD_STRAY","EUTHANIZE","AGGRESSIVE","UNTREATABLE","UNTREATABLE","SANTA ROSA",,,,"1"
"CUCO","DOG","PARSON RUSS TER/CHIHUAHUA SH","BROWN","Neutered","SMALL",,"K16-018140","DS94","A334499","2016-03-19T00:00:00.000","2016-03-25T00:00:00.000","6","STRAY","OVER THE COUNTER","RETURN TO OWNER","OVER THE COUNTER_WEB","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA","95405","
,  95405
(38.44473, -122.68655)","1"
"AALIYAH","DOG","PIT BULL/LABRADOR RETR","BLACK/WHITE","Spayed","MED","2016-01-08T00:00:00.000","K16-020659","DA20","A342022","2016-09-07T00:00:00.000","2016-09-08T00:00:00.000","1","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_NOTICE","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA","95404","
,  95404
(38.458384, -122.675588)","1"
"*AVA","DOG","POODLE MIN/MIX","TAN","Spayed","SMALL","2012-03-27T00:00:00.000","K15-012492","FOSTER","A315962","2015-01-20T00:00:00.000","2015-04-01T00:00:00.000","71","STRAY","FIELD","ADOPTION","REFERRAL","HEALTHY","HEALTHY","SANTA ROSA","*CLOVERDALE","95425","
,  95425
(38.8063, -123.01785)","1"
"*BANDIT","CAT","DOMESTIC MH","BLACK","Neutered","KITTN","2018-03-30T00:00:00.000","K18-028467","LOBBY","A373124","2018-05-30T00:00:00.000","2018-06-01T00:00:00.000","2","STRAY","FIELD","ADOPTION","SCAS WEB","HEALTHY","HEALTHY","COUNTY","SANTA ROSA","95404","
,  95404
(38.458384, -122.675588)","1"
"JAX","DOG","COLLIE ROUGH/MIX","TAN/WHITE","Neutered","SMALL","2002-10-10T00:00:00.000","K14-009400","TRUCK","A283322","2014-06-20T00:00:00.000","2014-06-20T00:00:00.000","0","STRAY","FIELD","RETURN TO OWNER","FLD_MCHIP","HEALTHY","HEALTHY","COUNTY","COUNTY","95446","
,  95446
(38.50204, -122.99739)","1"
"PRINCESS","DOG","GERM SHEPHERD","TAN/BLACK","Spayed","LARGE","2012-07-07T00:00:00.000","K15-014815","TRUCK","A324106","2015-07-07T00:00:00.000","2015-07-07T00:00:00.000","0","STRAY","PRIV_SHELT","RETURN TO OWNER","FLD_MCHIP","HEALTHY","HEALTHY","COUNTY","SANTA ROSA","95407","
,  95407
(38.41483, -122.72707)","1"
"CJ","DOG","CHIHUAHUA SH","TAN","Male","SMALL","2004-06-11T00:00:00.000","K21-038790","DS94","A405343","2021-06-11T00:00:00.000","2021-06-11T00:00:00.000","0","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WEB","UNKNOWN","PENDING","SANTA ROSA","SANTA ROSA","95407","
,  95407
(38.41483, -122.72707)","1"
"*BOBBY","CAT","DOMESTIC SH","BRN TABBY","Neutered","KITTN","2016-08-26T00:00:00.000","K16-021335","LOBBY","A344491","2016-10-26T00:00:00.000","2016-11-03T00:00:00.000","8","OWNER SURRENDER","OVER THE COUNTER","ADOPTION","WALKIN","HEALTHY","HEALTHY","COUNTY","COUNTY","95492","
,  95492
(38.54938, -122.81321)","1"
"BOO","DOG","PARSON RUSS TER/MIX","WHITE/TAN","Male","SMALL","2013-01-16T00:00:00.000","K15-013495","DS78","A315844","2015-04-08T00:00:00.000","2015-04-10T00:00:00.000","2","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_PRVS","HEALTHY","HEALTHY","COUNTY","COUNTY","95462","
,  95462
(38.46492, -123.0098)","1"
"LOBO","DOG","SIBERIAN HUSKY","BLACK/WHITE","Male","MED","2012-04-01T00:00:00.000","K14-007394","MISSING","A286137","2014-01-18T00:00:00.000","2014-01-29T00:00:00.000","11","QUARANTINE","FIELD_RETURN TO OWNER","RETURN TO OWNER","RETURN TO OWNER","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA","95401","
,  95401
(38.446019, -122.766748)","1"
"*DARYL","CAT","DOMESTIC SH","ORG TABBY","Neutered","KITTN","2018-07-05T00:00:00.000","K18-029470","LOBBY","A375362","2018-08-14T00:00:00.000","2018-09-12T00:00:00.000","29","OWNER SURRENDER","OVER THE COUNTER","ADOPTION","SCAS WEB","TREATABLE/REHAB","HEALTHY","COUNTY","COUNTY","95472","
,  95472
(38.40179, -122.82512)","1"
"PARKER","DOG","GERM SHEPHERD/WELSH CORGI CAR","BLACK/TAN","Neutered","MED","2016-03-24T00:00:00.000","K17-023544","DS58","A352820","2017-05-18T00:00:00.000","2017-05-24T00:00:00.000","6","STRAY","PRIV_SHELT","RETURN TO OWNER","OVER THE COUNTER_CALL","HEALTHY","HEALTHY","COUNTY","COUNTY","95472","
,  95472
(38.40179, -122.82512)","1"
"*SUZIE","DOG","CHIHUAHUA SH","TAN","Spayed","TOY","2008-08-06T00:00:00.000","K14-010257","DA09","A309405","2014-08-13T00:00:00.000","2014-11-23T00:00:00.000","102","ADOPTION RETURN","OVER THE COUNTER","TRANSFER","HSIMC","HEALTHY","HEALTHY","COUNTY","OUT OF COUNTY","95470","
,  95470
(39.278782, -123.247219)","1"
"JACK","DOG","PARSON RUSS TER/MIX","WHITE/TAN","Neutered","SMALL","2013-06-19T00:00:00.000","K15-014141","MAC","A295632","2015-05-26T00:00:00.000","2015-08-01T00:00:00.000","67","STRAY","FIELD","ADOPTION","SPEC EVENT","HEALTHY","HEALTHY","COUNTY","OUT OF COUNTY","94010","
,  94010
(37.58037, -122.35093)","1"
"CARRIE","CAT","DOMESTIC SH","GRAY/WHITE","Spayed","SMALL","2016-02-24T00:00:00.000","K18-027384","CA02","A369121","2018-02-24T00:00:00.000","2018-05-12T00:00:00.000","77","STRAY","COMM CAT","ADOPTION","SCAS WEB","TREATABLE/REHAB","HEALTHY","SANTA ROSA","OUT OF COUNTY","95819","
,  95819
(38.57168, -121.44716)","1"
,"CAT","DOMESTIC SH","BLACK/WHITE","Unknown","KITTN",,"K16-019640","RECEIVING","A339334","2016-07-07T00:00:00.000","2016-07-07T00:00:00.000","0","STRAY","BORN_HERE","EUTHANIZE","UNDERAGEWT","UNTREATABLE","UNTREATABLE","SANTA ROSA",,,,"1"
"LORI","CAT","DOMESTIC SH","BLACK/WHITE","Spayed","KITTN","2016-09-15T00:00:00.000","K16-021319","LOBBY","A344461","2016-10-26T00:00:00.000","2016-12-01T00:00:00.000","36","STRAY","OVER THE COUNTER","ADOPTION","WALKIN","TREATABLE/REHAB","HEALTHY","SANTA ROSA","SANTA ROSA","95401","
,  95401
(38.446019, -122.766748)","1"
"PENELOPE","DOG","YORKSHIRE TERR","BLACK/BROWN","Female","TOY","2017-04-17T00:00:00.000","K18-028608","DS58","A363456","2018-06-11T00:00:00.000","2018-06-12T00:00:00.000","1","STRAY","OVER THE COUNTER","RETURN TO OWNER","OVER THE COUNTER_WEB","TREATABLE/MANAGEABLE","TREATABLE/MANAGEABLE","SANTA ROSA","COUNTY","95407","
,  95407
(38.41483, -122.72707)","1"
"MIA","DOG","SHIH TZU","CREAM/BLACK","Spayed","SMALL","2015-08-14T00:00:00.000","K18-030343","DS52","A375334","2018-10-19T00:00:00.000","2018-10-23T00:00:00.000","4","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WEB","UNKNOWN","PENDING","SANTA ROSA","SANTA ROSA","95404","
,  95404
(38.458384, -122.675588)","1"
"*MR. DOODLE","DOG","POODLE MIN/MIX","TAN","Neutered","MED","2019-07-03T00:00:00.000","K21-038810","DA20","A405377","2021-06-14T00:00:00.000","2021-07-21T00:00:00.000","37","STRAY","FIELD","ADOPTION","SCAS WEB","UNKNOWN","PENDING","SANTA ROSA","*WINDSOR","95492","
,  95492
(38.54938, -122.81321)","1"
"*THOR","DOG","GERM SHEPHERD","BLACK/WHITE","Neutered","MED","2016-07-10T00:00:00.000","K19-032743","DA37","A389042","2019-06-26T00:00:00.000","2019-08-27T00:00:00.000","62","STRAY","FIELD","ADOPTION","SCAS WEB","HEALTHY","HEALTHY","COUNTY","OUT OF COUNTY","94558","
,  94558
(38.32978, -122.32726)","1"
"MONKEY BEAR","DOG","AUST SHEPHERD","BROWN/WHITE","Neutered","MED","2008-09-13T00:00:00.000","K14-009086","DS87","A282075","2014-06-02T00:00:00.000","2014-06-03T00:00:00.000","1","TRANSFER","VET_HOSP","RETURN TO OWNER","FLD_LIC","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA","95404","
,  95404
(38.458384, -122.675588)","1"
"KANE","DOG","GERM SHEPHERD","BROWN/BLACK","Male","LARGE","2014-06-24T00:00:00.000","K18-029889","DS89","A353866","2018-09-15T00:00:00.000","2018-09-18T00:00:00.000","3","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WALKIN","HEALTHY","HEALTHY","COUNTY","COUNTY","95448","
,  95448
(38.61064, -122.86883)","1"
,"CAT","DOMESTIC SH","BRN TABBY/BLACK","Unknown","KITTN","2014-04-17T00:00:00.000","K14-009065","CS06","A307445","2014-05-31T00:00:00.000","2014-06-03T00:00:00.000","3","STRAY","COMM CAT","TRANSFER","FORGOTTEN","TREATABLE/REHAB","TREATABLE/REHAB","COUNTY","SANTA ROSA","95403","
,  95403
(38.51311, -122.75502)","1"
,"OTHER","CHICKEN","TRICOLOR","Male","SMALL",,"K17-025579","LS03","A362330","2017-10-04T00:00:00.000","2017-10-25T00:00:00.000","21","STRAY","FIELD","TRANSFER","WESTFARM","HEALTHY","HEALTHY","COUNTY","SANTA ROSA","95401","
,  95401
(38.446019, -122.766748)","1"
"CARMEN","CAT","DOMESTIC SH","BRN TABBY/WHITE","Spayed","SMALL","2014-10-27T00:00:00.000","K17-026056","CA02","A363708","2017-10-26T00:00:00.000","2017-11-18T00:00:00.000","23","STRAY","OVER THE COUNTER","ADOPTION","WALKIN","UNKNOWN","HEALTHY","SANTA ROSA","SANTA ROSA","95405","
,  95405
(38.44473, -122.68655)","1"
"FEDERINE","DOG","PIT BULL/MIX","BLACK","Male","SMALL","2019-05-13T00:00:00.000","K20-035601","DS74","A396837","2020-03-13T00:00:00.000","2020-05-06T00:00:00.000","54","CONFISCATE","FLD_ARREST","TRANSFER","ROCKET DOG","HEALTHY","HEALTHY","SANTA ROSA","OUT OF COUNTY","94146","
,  94146","1"
,"DOG","SIBERIAN HUSKY","BLACK/WHITE","Male","MED",,"K22-042156","DA30","A412730","2022-08-03T00:00:00.000","2022-09-16T00:00:00.000","44","STRAY","OVER THE COUNTER","EUTHANIZE","AGGRESSIVE","UNKNOWN","UNTREATABLE","COUNTY",,,,"1"
"ANNIE","DOG","PIT BULL","BLACK/WHITE","Spayed","MED","2012-02-13T00:00:00.000","K14-007696","DA34","A302646","2014-02-13T00:00:00.000","2014-03-22T00:00:00.000","37","STRAY","FIELD","ADOPTION","WALKIN","HEALTHY","HEALTHY","COUNTY","SANTA ROSA","95401","
,  95401
(38.446019, -122.766748)","1"
,"DOG","GERM SHEPHERD","BLACK/TAN","Unknown","LARGE",,"K14-011415","TRUCK","A313013","2014-10-23T00:00:00.000","2014-10-23T00:00:00.000","0","STRAY","FIELD","RETURN TO OWNER","FLD_MCHIP","HEALTHY","HEALTHY","COUNTY",,,,"1"
"TULIP","DOG","CHIHUAHUA SH/CAIRN TERRIER","BROWN","Spayed","SMALL","2008-03-02T00:00:00.000","K20-037573","DI099","A244539","2020-12-23T00:00:00.000","2021-02-02T00:00:00.000","41","CONFISCATE","FLD_HOSPTL","TRANSFER","MUTTVILLE","UNKNOWN","TREATABLE/MANAGEABLE","COUNTY","OUT OF COUNTY","94103","
,  94103
(37.77672, -122.40779)","1"
"TEAR","CAT","DOMESTIC SH","BRN TABBY","Neutered","SMALL","2017-08-05T00:00:00.000","K21-039246","CS05","A406159","2021-08-02T00:00:00.000","2021-08-13T00:00:00.000","11","CONFISCATE","FLD_OWNED","RETURN TO OWNER","OVER THE COUNTER_NOTICE","UNKNOWN","PENDING","SANTA ROSA","SANTA ROSA","95407","
,  95407
(38.41483, -122.72707)","1"
"ELLIE","DOG","AUST CATTLE DOG","BLACK","Female","MED","2014-11-01T00:00:00.000","K18-030477","DS64","A327992","2018-11-01T00:00:00.000","2018-11-08T00:00:00.000","7","OWNER SURRENDER","OVER THE COUNTER","EUTHANIZE","AGGRESSIVE","UNTREATABLE","UNTREATABLE","COUNTY",,,,"1"
"KATHY","DOG","BELG MALINOIS","TAN/BLACK","Female","LARGE","2013-05-13T00:00:00.000","K15-012411","DS68","A315731","2015-01-13T00:00:00.000","2015-01-13T00:00:00.000","0","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WEB","HEALTHY","HEALTHY","COUNTY","COUNTY","94954","
,  94954
(38.245316, -122.59871)","1"
"ANNIE","DOG","CHIHUAHUA SH/MIX","WHITE/BLACK","Female","SMALL",,"K18-029697","TRUCK","A375714","2018-08-31T00:00:00.000","2018-09-01T00:00:00.000","1","CONFISCATE","FLD_HOSPTL","RETURN TO OWNER","FLD_IDTAG","UNKNOWN","HEALTHY","SANTA ROSA","SANTA ROSA","95404","
,  95404
(38.458384, -122.675588)","1"
,"DOG","ROTTWEILER/PIT BULL","BROWN/BLACK","Male","PUPPY","2019-09-19T00:00:00.000","K19-034022","VET","A392060","2019-10-04T00:00:00.000","2019-10-04T00:00:00.000","0","STRAY","FIELD","RETURN TO OWNER",,"UNKNOWN","PENDING","COUNTY","COUNTY","95403","
,  95403
(38.51311, -122.75502)","1"
"ANIKA","DOG","SIBERIAN HUSKY/MIX","BLACK/WHITE","Spayed","MED","2014-05-11T00:00:00.000","K17-022537","DS66","A331225","2017-02-14T00:00:00.000","2017-02-15T00:00:00.000","1","STRAY","OVER THE COUNTER","RETURN TO OWNER","OVER THE COUNTER_WEB","HEALTHY","HEALTHY","COUNTY","COUNTY","95436","
,  95436
(38.47569, -122.89487)","1"
,"CAT","DOMESTIC LH","BLACK/BROWN","Neutered","MED",,"K16-017753","TX","A333029","2016-02-10T00:00:00.000","2016-02-10T00:00:00.000","0","STRAY","FIELD","EUTHANIZE","INJ SEVERE","UNTREATABLE","UNTREATABLE","SANTA ROSA",,,,"1"
"*MABLE","CAT","DOMESTIC SH","GRAY TABBY","Spayed","KITTN","2014-05-07T00:00:00.000","K14-010028","CA02","A309524","2014-07-29T00:00:00.000","2014-08-21T00:00:00.000","23","STRAY","OVER THE COUNTER","TRANSFER","FORGOTTEN","HEALTHY","HEALTHY","COUNTY","SANTA ROSA","95403","
,  95403
(38.51311, -122.75502)","1"
"ROSCOE","DOG","BLUETICK HOUND","TRICOLOR","Male","MED","2016-02-01T00:00:00.000","K16-020357","DS86","A339675","2016-08-18T00:00:00.000","2016-08-19T00:00:00.000","1","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WEB","HEALTHY","HEALTHY","COUNTY","COUNTY","95472","
,  95472
(38.40179, -122.82512)","1"
,"CAT","DOMESTIC SH","GRAY TABBY","Neutered","KITTN","2014-05-10T00:00:00.000","K14-010728","CS06","A311423","2014-09-10T00:00:00.000","2014-09-19T00:00:00.000","9","STRAY","COMM CAT","TRANSFER","FORGOTTEN","TREATABLE/MANAGEABLE","HEALTHY","COUNTY","SANTA ROSA","95403","
,  95403
(38.51311, -122.75502)","1"
"*JOSEPH","OTHER","RABBIT SH","WHITE/BROWN","Neutered","SMALL","2014-11-20T00:00:00.000","K15-016750","CA01","A329609","2015-11-10T00:00:00.000","2015-12-09T00:00:00.000","29","STRAY","OVER THE COUNTER","TRANSFER","WESTFARM","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA","95401","
,  95401
(38.446019, -122.766748)","1"
,"DOG","BLACK/TAN HOUND","BLACK/TAN","Female","MED","2011-02-24T00:00:00.000","K14-007846","DS69","A303194","2014-02-24T00:00:00.000","2014-03-06T00:00:00.000","10","STRAY","FIELD","EUTHANIZE","AGGRESSIVE","HEALTHY","UNTREATABLE","COUNTY",,,,"1"
"*HANK","DOG","SIBERIAN HUSKY/GERM SHEPHERD","TRICOLOR","Neutered","PUPPY","2019-09-26T00:00:00.000","K19-034841","DA03","A394369","2019-12-11T00:00:00.000","2019-12-20T00:00:00.000","9","OWNER SURRENDER","OVER THE COUNTER","ADOPTION","SCAS WEB","HEALTHY","HEALTHY","SANTA ROSA","OUT OF COUNTY","80908","
,  80908
(39.11854, -104.74025)","1"
,"CAT","DOMESTIC SH","ORG TABBY","Neutered","KITTN","2015-03-08T00:00:00.000","K15-015845","CS06","A326735","2015-09-08T00:00:00.000","2015-09-15T00:00:00.000","7","STRAY","COMM CAT","TRANSFER","FORGOTTEN","TREATABLE/MANAGEABLE","HEALTHY","COUNTY","SANTA ROSA","95403","
,  95403
(38.51311, -122.75502)","1"
"DANNER","DOG","BORDER COLLIE/BASENJI","BLACK/WHITE","Neutered","MED","2016-01-26T00:00:00.000","K20-036696","DS69","A340382","2020-09-09T00:00:00.000","2020-09-15T00:00:00.000","6","OWNER SURRENDER","OVER THE COUNTER","TRANSFER","COUNTRYSID","HEALTHY","HEALTHY","SANTA ROSA","COUNTY","95401","
,  95401
(38.446019, -122.766748)","1"
"RAMBO","DOG","COCKER SPAN","BLACK/TAN","Neutered","SMALL","2006-05-20T00:00:00.000","K17-023891","DI099","A233351","2017-06-12T00:00:00.000","2017-07-21T00:00:00.000","39","CONFISCATE","FLD_CORONR","TRANSFER","NC COCKER","UNKNOWN","PENDING","SANTA ROSA","OUT OF COUNTY","95682","
,  95682
(38.642548, -120.961437)","1"
"*CORNELIUS","OTHER","RABBIT SH","WHITE/BROWN","Neutered","SMALL","2013-10-16T00:00:00.000","K15-016217","CA01","A327877","2015-10-01T00:00:00.000","2015-10-19T00:00:00.000","18","STRAY","OVER THE COUNTER","TRANSFER","HSSC","HEALTHY","HEALTHY","*WINDSOR","COUNTY","95407","
,  95407
(38.41483, -122.72707)","1"
"MALU","DOG","SIBERIAN HUSKY","BLACK/WHITE","Neutered","LARGE","2020-10-18T00:00:00.000","K22-042861","DS68","A413723","2022-10-18T00:00:00.000","2022-10-18T00:00:00.000","0","STRAY","OVER THE COUNTER","RETURN TO OWNER","OVER THE COUNTER_CALL","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA","95404","
,  95404
(38.458384, -122.675588)","1"
"*TURNIP","CAT","DOMESTIC SH","BUFF/WHITE","Male","SMALL","2020-06-28T00:00:00.000","K22-041547","CS05","A411859","2022-06-04T00:00:00.000","2022-06-29T00:00:00.000","25","STRAY","OVER THE COUNTER","TRANSFER","HSSC","UNKNOWN","PENDING","SANTA ROSA","COUNTY","95407","
,  95407
(38.41483, -122.72707)","1"
,"OTHER","RAT","PINK","Unknown","SMALL",,"K18-027989","CI02","A371178","2018-04-24T00:00:00.000","2018-04-28T00:00:00.000","4","STRAY","OVER THE COUNTER","TRANSFER","RATTIE RAT","HEALTHY","HEALTHY","SANTA ROSA","OUT OF COUNTY","94517","
,  94517
(37.94285, -121.9372)","1"
,"CAT","DOMESTIC SH","GRAY TABBY/WHITE","Female","SMALL",,"K21-039651","TRUCK","A406754","2021-09-16T00:00:00.000","2021-09-16T00:00:00.000","0","STRAY","FIELD","EUTHANIZE","ILL SEVERE","UNKNOWN","UNTREATABLE","COUNTY",,,,"1"
"BUDDY","DOG","WELSH CORGI PEM","YELLOW","Neutered","MED","2007-03-26T00:00:00.000","K15-014845","DS70","A296386","2015-07-08T00:00:00.000","2015-07-09T00:00:00.000","1","CONFISCATE","FLD_HOSPTL","RETURN TO OWNER","OVER THE COUNTER_PRVS","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA","95404","
,  95404
(38.458384, -122.675588)","1"
,"DOG","RAT TERRIER","BLACK/WHITE","Male","PUPPY",,"K22-043154","DS87","A414193","2022-11-17T00:00:00.000",,"0","STRAY","OVER THE COUNTER",,,"UNKNOWN",,"COUNTY",,,,"1"
"DINK","CAT","DOMESTIC SH","BLACK","Unknown","SMALL",,"K15-014568","CS06","A323212","2015-06-23T00:00:00.000","2015-07-09T00:00:00.000","16","OWNER SURRENDER","OVER THE COUNTER","EUTHANIZE","AGGRESSIVE","TREATABLE/MANAGEABLE","TREATABLE/MANAGEABLE","SANTA ROSA",,,,"1"
"HASHKY","DOG","GERM SHEPHERD/MIX","TAN","Neutered","LARGE","2010-12-03T00:00:00.000","K18-027859","DS63","A304372","2018-04-17T00:00:00.000","2018-04-17T00:00:00.000","0","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_NOTICE","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA","95403","
,  95403
(38.51311, -122.75502)","1"
"MACY","DOG","AUST SHEPHERD/MIX","BLUE MERLE","Spayed","LARGE","2009-04-30T00:00:00.000","K17-023592","DS70","A321121","2017-05-22T00:00:00.000","2017-05-23T00:00:00.000","1","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_MCHIP","HEALTHY","HEALTHY","COUNTY","COUNTY","95404","
,  95404
(38.458384, -122.675588)","1"
,"CAT","DOMESTIC SH","BRN TABBY","Unknown","SMALL",,"K15-014930","CS06","A324315","2015-07-14T00:00:00.000","2015-07-21T00:00:00.000","7","STRAY","COMM CAT","TRANSFER","FORGOTTEN","HEALTHY","HEALTHY","COUNTY","SANTA ROSA","95403","
,  95403
(38.51311, -122.75502)","1"
"KILO","DOG","PIT BULL","BLUE/WHITE","Male","MED",,"K19-031421","DS65","A384318","2019-02-10T00:00:00.000","2019-02-15T00:00:00.000","5","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WEB","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA","95401","
,  95401
(38.446019, -122.766748)","1"
"HAZEL","DOG","PIT BULL","BROWN","Female","MED","2015-01-17T00:00:00.000","K15-017092","DI098","A329705","2015-12-10T00:00:00.000","2016-01-11T00:00:00.000","32","STRAY","FIELD","EUTHANIZE","ILL SEVERE","HEALTHY","UNTREATABLE","COUNTY",,,,"1"
"CHIP","DOG","BASENJI","RED/WHITE","Neutered","SMALL",,"K14-008097","DQ118","A304106","2014-03-17T00:00:00.000","2014-03-18T00:00:00.000","1","STRAY","FIELD","RETURN TO OWNER","RETURN TO OWNER","HEALTHY","HEALTHY","COUNTY","OUT OF COUNTY","91504","
,  91504
(34.19488, -118.32202)","1"
,"CAT","DOMESTIC SH","BRN TABBY","Spayed","SMALL","2013-01-30T00:00:00.000","K15-012623","CS06","A316297","2015-01-30T00:00:00.000","2015-02-14T00:00:00.000","15","CONFISCATE","FLD_CORONR","TRANSFER","FORGOTTEN","TREATABLE/MANAGEABLE","HEALTHY","COUNTY","SANTA ROSA","95403","
,  95403
(38.51311, -122.75502)","1"
"GUAPO","OTHER","COCKATOO","WHITE","Unknown","SMALL",,"K15-014494","CA03","A323028","2015-06-17T00:00:00.000","2015-07-01T00:00:00.000","14","STRAY","FIELD","TRANSFER","RECAGEBIRD","HEALTHY","HEALTHY","COUNTY",,"95406","
,  95406","1"
"MYRTLE MAE","CAT","DOMESTIC SH","ORG TABBY/WHITE","Spayed","SMALL","2007-08-18T00:00:00.000","K15-015455","CA02","A326088","2015-08-16T00:00:00.000","2015-08-25T00:00:00.000","9","CONFISCATE","FLD_HOSPTL","RETURN TO OWNER","OVER THE COUNTER_PRVS","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA","95404","
,  95404
(38.458384, -122.675588)","1"
"PINEAPPLE","CAT","DOMESTIC SH","FLAME PT","Neutered","SMALL","2006-10-23T00:00:00.000","K18-030346","CS05","A378345","2018-10-19T00:00:00.000","2018-10-27T00:00:00.000","8","OWNER SURRENDER","OVER THE COUNTER","TRANSFER","HSSC","UNKNOWN","PENDING","COUNTY","COUNTY","95407","
,  95407
(38.41483, -122.72707)","1"
"*IZZIE","CAT","DOMESTIC SH","BLK TABBY","Spayed","KITTN","2014-04-11T00:00:00.000","K14-009698","49ERPET","A308844","2014-07-08T00:00:00.000","2014-07-30T00:00:00.000","22","OWNER SURRENDER","OVER THE COUNTER","ESCAPED/STOLEN","PET STORE","HEALTHY","PENDING","COUNTY","COUNTY","95403","
,  95403
(38.51311, -122.75502)","1"
